Species,MSW2,MSW3,Country,native,Family,Genus,sex,PM4,CsupL,Lat,Long,,,,
Viverricula indica,Viverricula indica,Viverricula indica,China,native,Viverridae,Viverricula,Male,8.62,4.92,25.72,119.35,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Laut,native,Mustelidae,Aonyx,Female,10.82,4.93,-3.67,116.17,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Botswana,native,Herpestidae,Herpestes,Female,9.49,4.93,-18.80,22.42,,,,
Herpestes urva,Herpestes urva,Herpestes urva,Nepal,native,Herpestidae,Herpestes,Female,8.52,4.93,28.00,84.63,,,,
Lutra lutra,Lutra lutra,Lutra lutra,Sumatra,native,Mustelidae,Lutra,Male,11.45,4.93,-1.00,101.00,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,8.67,4.93,53.25,-131.82,,,,
Martes americana,Martes americana,Martes americana,Alaska,native,Mustelidae,Martes,Female,8.78,4.93,60.50,-150.00,,,,
Martes martes,Martes martes,Martes martes,Italy,native,Mustelidae,Martes,Male,8.60,4.93,42.25,13.25,,,,
Mydaus javanensis,Mydaus javanensis,Mydaus javanensis,Java,native,Mephitidae,Mydaus,Male,5.94,4.93,-6.58,106.78,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Female,10.83,4.93,36.58,137.62,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Hainan,native,Viverridae,Paradoxurus,Male,8.96,4.93,19.52,109.55,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Sumatra,native,Viverridae,Paradoxurus,Female,NA,4.93,-5.72,105.57,,,,
Procyon lotor,Procyon lotor,Procyon lotor,Big Pine Key,native,Procyonidae,Procyon,Female,6.64,4.93,24.70,-81.37,,,,
Lycalopex griseus,Pseudalopex griseus,Lycalopex griseus,Chile,native,Canidae,Lycalopex,Male,11.17,4.93,-28.95,-70.90,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Female,10.15,4.93,34.28,-119.30,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Borneo,native,Viverridae,Viverra,Male,10.63,4.93,2.85,114.85,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,France,native,Canidae,Vulpes,Female,NA,4.93,45.17,2.72,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Israel,native,Felidae,Felis,Male,9.92,4.94,32.53,35.53,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Kazakhstan,native,Felidae,Felis,Female,11.95,4.94,44.17,80.02,,,,
Herpestes brachyurus,Herpestes brachyurus,Herpestes brachyurus,Borneo,native,Herpestidae,Herpestes,Female,8.06,4.94,4.03,114.38,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Tanzania,native,Herpestidae,Herpestes,Female,9.52,4.94,-6.83,37.00,,,,
Ichneumia albicauda,Ichneumia albicauda,Ichneumia albicauda,Kenya,native,Herpestidae,Ichneumia,Female,8.04,4.94,-1.45,36.98,,,,
Leopardus wiedii,Leopardus wiedii,Leopardus wiedii,Brazil,native,Felidae,Leopardus,Female,10.67,4.94,-22.67,-46.25,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,9.19,4.94,53.03,-132.03,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Borneo,native,Mustelidae,Martes,Male,8.50,4.94,2.67,114.50,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Thailand,native,Mustelidae,Martes,Female,9.48,4.94,13.00,102.00,,,,
Martes martes,Martes martes,Martes martes,Germany,native,Mustelidae,Martes,Male,8.85,4.94,53.27,11.72,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,9.37,4.94,36.25,137.63,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,9.61,4.94,35.80,137.23,,,,
Meles meles,Meles meles,Meles anakuma,Honshu,native,Mustelidae,Meles,Female,7.10,4.94,36.58,137.62,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Female,9.41,4.94,35.80,137.23,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Male,NA,4.94,35.80,137.23,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Palawan,native,Viverridae,Paradoxurus,Male,7.69,4.94,9.73,118.73,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Sumatra,native,Viverridae,Paradoxurus,Female,NA,4.94,4.15,98.20,,,,
Paradoxurus zeylonensis,Paradoxurus zeylonensis,Paradoxurus zeylonensis,Sri Lanka,native,Viverridae,Paradoxurus,Male,7.80,4.94,6.53,81.30,,,,
Lycalopex griseus,Pseudalopex griseus,Lycalopex griseus,Chile,native,Canidae,Lycalopex,Male,12.00,4.94,-28.95,-70.90,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Female,9.49,4.94,34.17,-117.68,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Female,9.92,4.94,34.47,-120.33,,,,
Urocyon littoralis,Urocyon littoralis,Urocyon littoralis,Santa Rosa,native,Canidae,Urocyon,Male,9.07,4.94,33.97,-120.10,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Borneo,native,Viverridae,Viverra,Female,9.76,4.94,-3.00,116.00,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Borneo,native,Viverridae,Viverra,Male,10.22,4.94,5.50,117.00,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Java,native,Mustelidae,Aonyx,Male,11.03,4.95,-6.70,107.75,,,,
Arctogalidia trivirgata,Arctogalidia trivirgata,Arctogalidia trivirgata,Borneo,native,Viverridae,Arctogalidia,Female,4.90,4.95,0.83,109.50,,,,
Felis chaus,Felis chaus,Felis chaus,India,native,Felidae,Felis,Female,11.58,4.95,34.33,74.55,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Eritrea,native,Felidae,Felis,Female,11.31,4.95,15.58,39.42,,,,
Hemigalus derbyanus,Hemigalus derbyanus,Hemigalus derbyanus,Borneo,native,Viverridae,Hemigalus,Male,7.43,4.95,5.83,118.12,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Israel,native,Herpestidae,Herpestes,Female,9.22,4.95,31.67,34.75,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Egypt,native,Herpestidae,Herpestes,Female,9.75,4.95,30.05,31.25,,,,
Martes americana,Martes americana,Martes americana,Vancouver Island,native,Mustelidae,Martes,Male,8.58,4.95,48.70,-124.95,,,,
Mephitis mephitis,Mephitis mephitis,Mephitis mephitis,California,native,Mephitidae,Mephitis,Male,7.81,4.95,37.83,-122.13,,,,
Mustela vison,Mustela vison,Neovison vison,Alaska,native,Mustelidae,Neovison,Male,8.17,4.95,60.88,-162.48,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Male,10.74,4.95,35.80,137.23,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Billiton,native,Viverridae,Paradoxurus,Male,7.42,4.95,-2.83,107.50,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Palawan,native,Viverridae,Paradoxurus,Female,8.29,4.95,8.95,117.98,,,,
Prionailurus bengalensis,Prionailurus bengalensis,Prionailurus bengalensis,Malaya,native,Felidae,Prionailurus,Male,10.67,4.95,3.82,102.07,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Crane Island,native,Canidae,Urocyon,Male,9.63,4.95,30.62,-81.48,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Male,10.04,4.95,33.75,-116.67,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Male,11.15,4.95,33.75,-116.67,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Culion,native,Viverridae,Viverra,Female,10.66,4.95,11.88,120.02,,,,
Vulpes velox,Vulpes velox,Vulpes velox,California,native,Canidae,Vulpes,Male,10.62,4.95,37.73,-121.42,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Borneo,native,Mustelidae,Aonyx,Male,11.36,4.96,5.78,117.88,,,,
Arctogalidia trivirgata,Arctogalidia trivirgata,Arctogalidia trivirgata,Laos,native,Viverridae,Arctogalidia,Male,5.77,4.96,15.25,106.25,,,,
Arctogalidia trivirgata,Arctogalidia trivirgata,Arctogalidia trivirgata,Borneo,native,Viverridae,Arctogalidia,Female,6.10,4.96,5.98,116.53,,,,
Felis chaus,Felis chaus,Felis chaus,Burma,native,Felidae,Felis,Female,12.61,4.96,18.93,96.43,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Britain,native,Felidae,Felis,Male,10.92,4.96,57.35,-5.33,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Britain,native,Felidae,Felis,Female,11.09,4.96,56.70,-3.72,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Pakistan,native,Felidae,Felis,Female,11.25,4.96,25.37,69.73,,,,
Galictis vittata,Galictis vittata,Galictis vittata,Guyana,native,Mustelidae,Galictis,Male,9.64,4.96,2.83,-60.02,,,,
Herpestes brachyurus,Herpestes brachyurus,Herpestes brachyurus,Borneo,native,Herpestidae,Herpestes,Male,8.13,4.96,2.17,117.00,,,,
Herpestes brachyurus,Herpestes brachyurus,Herpestes brachyurus,Sumatra,native,Herpestidae,Herpestes,Female,8.89,4.96,0.78,101.77,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Israel,native,Herpestidae,Herpestes,Female,8.89,4.96,32.58,35.08,,,,
Herpestes urva,Herpestes urva,Herpestes urva,China,native,Herpestidae,Herpestes,Female,9.24,4.96,26.47,118.17,,,,
Martes americana,Martes americana,Martes americana,North Western Teritorries,native,Mustelidae,Martes,Male,8.15,4.96,66.25,-128.63,,,,
Martes americana,Martes americana,Martes americana,Louise,native,Mustelidae,Martes,Male,8.94,4.96,52.98,-131.78,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,9.18,4.96,53.25,-131.82,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Laos,native,Mustelidae,Martes,Male,8.80,4.96,15.43,106.38,,,,
Martes martes,Martes martes,Martes martes,Bulgaria,native,Mustelidae,Martes,Male,8.97,4.96,42.22,24.00,,,,
Martes martes,Martes martes,Martes martes,Britain,native,Mustelidae,Martes,Male,9.03,4.96,57.68,-4.42,,,,
Martes martes,Martes martes,Martes martes,Britain,native,Mustelidae,Martes,Male,9.43,4.96,58.25,-4.50,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Vietnam,native,Viverridae,Paradoxurus,Male,7.32,4.96,16.10,108.28,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Sumatra,native,Viverridae,Paradoxurus,Male,7.62,4.96,3.58,98.67,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Java,native,Viverridae,Paradoxurus,Female,8.46,4.96,-6.75,106.00,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Burma,native,Viverridae,Paradoxurus,Female,8.93,4.96,23.70,94.48,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Vietnam,native,Viverridae,Paradoxurus,Male,NA,4.96,21.45,105.63,,,,
Prionailurus bengalensis,Prionailurus bengalensis,Prionailurus bengalensis,Vietnam,native,Felidae,Prionailurus,Male,10.75,4.96,16.47,107.70,,,,
Procyon lotor,Procyon lotor,Procyon lotor,Boca chica key,native,Procyonidae,Procyon,Female,6.87,4.96,24.57,-81.68,,,,
Lycalopex griseus,Pseudalopex griseus,Lycalopex griseus,Chile,native,Canidae,Lycalopex,Male,11.92,4.96,-33.02,-71.27,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Female,10.51,4.96,37.27,-122.02,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Borneo,native,Viverridae,Viverra,Female,NA,4.96,1.73,111.33,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Israel,native,Canidae,Vulpes,Male,11.76,4.96,30.87,34.78,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Java,native,Mustelidae,Aonyx,Female,10.28,4.97,-6.77,108.55,,,,
Cynogale bennettii,Cynogale bennettii,Cynogale bennettii,Borneo,native,Viverridae,Cynogale,Female,8.28,4.97,-1.07,110.05,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Britain,native,Felidae,Felis,Male,10.52,4.97,56.70,-3.72,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Kenya,native,Herpestidae,Herpestes,Female,9.31,4.97,-1.45,36.98,,,,
Herpestes urva,Herpestes urva,Herpestes urva,Hainan,native,Herpestidae,Herpestes,Female,9.00,4.97,19.52,109.55,,,,
Ichneumia albicauda,Ichneumia albicauda,Ichneumia albicauda,Kenya,native,Herpestidae,Ichneumia,Female,7.33,4.97,-1.18,36.65,,,,
Martes americana,Martes americana,Martes americana,Alaska,native,Mustelidae,Martes,Male,8.62,4.97,59.83,-151.00,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,8.80,4.97,53.25,-131.82,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,8.89,4.97,52.83,-132.00,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,NA,4.97,52.83,-132.00,,,,
Mydaus javanensis,Mydaus javanensis,Mydaus javanensis,Java,native,Mephitidae,Mydaus,Male,5.01,4.97,-6.58,106.78,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Vietnam,native,Canidae,Nyctereutes,Female,8.47,4.97,21.83,106.73,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,China,native,Canidae,Nyctereutes,Female,9.74,4.97,30.82,108.68,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Male,10.12,4.97,35.00,138.00,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Negros,native,Viverridae,Paradoxurus,Male,7.33,4.97,10.00,123.00,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Vietnam,native,Viverridae,Paradoxurus,Male,7.71,4.97,16.07,108.22,,,,
Prionailurus bengalensis,Prionailurus bengalensis,Prionailurus bengalensis,Thailand,native,Felidae,Prionailurus,Male,9.84,4.97,18.78,98.98,,,,
Puma yagouaroundi,Herpailurus yaguarondi,Puma yagouaroundi,Venezuela,native,Felidae,Puma,Male,11.54,4.97,10.20,-63.53,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Male,9.77,4.97,33.18,-117.15,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Georgia,native,Canidae,Urocyon,Male,11.52,4.97,31.77,-84.25,,,,
Vulpes macrotis,Vulpes velox,Vulpes macrotis,California,native,Canidae,Vulpes,Male,9.20,4.97,35.33,-115.32,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Sinai,native,Canidae,Vulpes,Female,12.06,4.97,27.87,34.28,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Java,native,Mustelidae,Aonyx,Female,11.24,4.98,-6.77,108.55,,,,
Felis chaus,Felis chaus,Felis chaus,Nepal,native,Felidae,Felis,Female,12.10,4.98,28.00,84.63,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Israel,native,Felidae,Felis,Male,11.79,4.98,30.87,34.78,,,,
Genetta victoriae,Genetta victoriae,Genetta victoriae,Congo,native,Viverridae,Genetta,Male,9.30,4.98,2.42,26.52,,,,
Herpestes brachyurus,Herpestes brachyurus,Herpestes brachyurus,Borneo,native,Herpestidae,Herpestes,Female,NA,4.98,1.32,111.18,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Tanzania,native,Herpestidae,Herpestes,Male,9.99,4.98,-5.83,32.75,,,,
Lontra felina,Lontra felina,Lontra felina,Chile,native,Mustelidae,Lontra,Male,10.73,4.98,-32.52,-71.45,,,,
Lutra lutra,Lutra lutra,Lutra lutra,Sri Lanka,native,Mustelidae,Lutra,Female,10.43,4.98,7.12,81.03,,,,
Martes americana,Martes americana,Martes americana,Alaska,native,Mustelidae,Martes,Male,8.03,4.98,59.15,-151.88,,,,
Martes americana,Martes americana,Martes americana,Vancouver Island,native,Mustelidae,Martes,Male,8.25,4.98,49.43,-124.67,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Borneo,native,Mustelidae,Martes,Female,8.31,4.98,3.25,114.25,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Thailand,native,Mustelidae,Martes,Female,9.00,4.98,7.55,99.60,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,9.39,4.98,35.80,137.23,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,9.71,4.98,35.80,137.23,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Male,9.24,4.98,35.32,137.93,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Hokkaido,native,Canidae,Nyctereutes,Female,9.26,4.98,42.57,141.08,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,China,native,Canidae,Nyctereutes,Female,9.78,4.98,29.38,113.10,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Java,native,Viverridae,Paradoxurus,Male,8.80,4.98,-7.25,110.00,,,,
Prionailurus bengalensis,Prionailurus bengalensis,Prionailurus bengalensis,Thailand,native,Felidae,Prionailurus,Male,10.22,4.98,14.60,101.58,,,,
Prionailurus bengalensis,Prionailurus bengalensis,Prionailurus bengalensis,Sumatra,native,Felidae,Prionailurus,Male,NA,4.98,-2.92,104.75,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Female,9.78,4.98,38.07,-122.70,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Male,10.67,4.98,36.22,-118.30,,,,
Galictis vittata,Galictis vittata,Galictis vittata,Guyana,native,Mustelidae,Galictis,Female,9.39,4.99,2.83,-59.23,,,,
Herpestes brachyurus,Herpestes brachyurus,Herpestes brachyurus,Sumatra,native,Herpestidae,Herpestes,Female,8.47,4.99,4.80,97.88,,,,
Lontra canadensis,Lontra canadensis,Lontra canadensis,Ontario,native,Mustelidae,Lontra,Female,10.72,4.99,48.27,-82.10,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,8.79,4.99,53.25,-131.82,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,9.27,4.99,53.25,-131.82,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Java,native,Mustelidae,Martes,Male,9.26,4.99,-8.22,113.67,,,,
Martes martes,Martes martes,Martes martes,Germany,native,Mustelidae,Martes,Male,8.46,4.99,51.40,13.90,,,,
Martes martes,Martes martes,Martes martes,Spain,native,Mustelidae,Martes,Male,8.73,4.99,42.60,1.17,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,8.80,4.99,35.80,137.23,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,8.91,4.99,35.80,137.23,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Female,9.66,4.99,35.80,137.23,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Java,native,Viverridae,Paradoxurus,Female,8.99,4.99,-6.98,106.53,,,,
Lycalopex griseus,Pseudalopex griseus,Lycalopex griseus,Argentina,native,Canidae,Lycalopex,Female,11.91,4.99,-45.92,-71.25,,,,
Urocyon littoralis,Urocyon littoralis,Urocyon littoralis,San Miguel,native,Canidae,Urocyon,Female,8.74,4.99,34.03,-120.37,,,,
Urocyon littoralis,Urocyon littoralis,Urocyon littoralis,Santa Rosa,native,Canidae,Urocyon,Male,9.48,4.99,33.97,-120.10,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Busuanga,native,Viverridae,Viverra,Male,10.84,4.99,12.05,120.13,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Borneo,native,Mustelidae,Aonyx,Male,10.71,5.00,5.78,117.88,,,,
Arctogalidia trivirgata,Arctogalidia trivirgata,Arctogalidia trivirgata,Bintang,native,Viverridae,Arctogalidia,Female,4.78,5.00,1.08,104.50,,,,
Arctogalidia trivirgata,Arctogalidia trivirgata,Arctogalidia trivirgata,Burma,native,Viverridae,Arctogalidia,Male,5.14,5.00,19.00,95.83,,,,
Bdeogale jacksoni,Bdeogale jacksoni,Bdeogale jacksoni,Kenya,native,Herpestidae,Bdeogale,Female,6.85,5.00,0.92,35.05,,,,
Felis chaus,Felis chaus,Felis chaus,India,native,Felidae,Felis,Female,12.52,5.00,27.07,88.48,,,,
Felis chaus,Felis chaus,Felis chaus,Afghanistan,native,Felidae,Felis,Female,13.44,5.00,31.82,64.57,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Israel,native,Felidae,Felis,Male,10.41,5.00,33.08,35.10,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Oman,native,Felidae,Felis,Male,11.03,5.00,24.37,56.75,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Belgium,native,Felidae,Felis,Female,10.09,5.00,49.58,5.58,,,,
Herpestes urva,Herpestes urva,Herpestes urva,Taiwan,native,Herpestidae,Herpestes,Female,9.16,5.00,22.52,120.68,,,,
Ichneumia albicauda,Ichneumia albicauda,Ichneumia albicauda,Kenya,native,Herpestidae,Ichneumia,Male,8.10,5.00,-0.72,36.43,,,,
Leopardus geoffroyi,Oncifelis geoffroyi,Leopardus geoffroyi,Argentina,native,Felidae,Leopardus,Male,11.75,5.00,-23.63,-64.47,,,,
Lutra lutra,Lutra lutra,Lutra lutra,Switzerland,native,Mustelidae,Lutra,Female,10.37,5.00,46.93,6.35,,,,
Martes martes,Martes martes,Martes martes,Spain,native,Mustelidae,Martes,Male,8.73,5.00,43.22,-4.30,,,,
Martes martes,Martes martes,Martes martes,Britain,native,Mustelidae,Martes,Male,8.80,5.00,57.68,-4.42,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,9.79,5.00,35.80,137.23,,,,
